Customer ID,Age,Gender,Category,Size,Color,Season,Review Rating,Subscription Status,Payment Method,Shipping Type,Discount Applied,Promo Code Used,Previous Purchases,Preferred Payment Method,Frequency of Purchases,Purchase Amount (USD)
758,41,Male,Clothing,M,,Fall,3.8,Yes,Debit Card,Store Pickup,Yes,Yes,4.53022045503578,Debit Card,Quarterly,32
759,66,Male,Footwear,L,,Summer,4.6,Yes,Bank Transfer,2-Day Shipping,Yes,Yes,5.560128252172475,Bank Transfer,Every 3 Months,71
760,51,Male,Clothing,XL,,Winter,2.6,Yes,Bank Transfer,Next Day Air,Yes,Yes,4.669524917226371,Credit Card,Fortnightly,49
761,33,Male,Accessories,XL,,Fall,3.4,Yes,Credit Card,Free Shipping,Yes,Yes,2.829580798600639,Cash,Annually,50
762,57,Male,Accessories,L,,Fall,4.2,Yes,Credit Card,Express,Yes,Yes,7.179904887018109,Bank Transfer,Weekly,91
763,45,Male,Accessories,M,,Fall,3.9,Yes,Credit Card,Standard,Yes,Yes,3.976833759125728,Debit Card,Fortnightly,46
764,61,Male,Clothing,M,Brown,Spring,2.9,Yes,Debit Card,2-Day Shipping,Yes,Yes,6.574937475351819,Credit Card,Monthly,50
765,55,Male,Clothing,XL,,Fall,4.2,Yes,Bank Transfer,Free Shipping,Yes,Yes,5.9851638730118815,Debit Card,Quarterly,39
766,54,Male,Footwear,M,,Summer,3.0,Yes,Bank Transfer,Store Pickup,Yes,Yes,9.123818149497296,Cash,Quarterly,99
767,57,Male,Accessories,M,Cyan,Winter,3.6,Yes,PayPal,Next Day Air,Yes,Yes,2.467312293341133,PayPal,Monthly,48
768,27,Male,Outerwear,M,,Fall,2.5,Yes,Cash,Next Day Air,Yes,Yes,4.266511841004906,Cash,Annually,77
769,64,Male,Accessories,XL,,Spring,2.6,Yes,PayPal,Express,Yes,Yes,6.134214813237373,Venmo,Weekly,95
770,52,Male,Clothing,M,Silver,Spring,4.3,Yes,Credit Card,Store Pickup,Yes,Yes,8.092725096459773,PayPal,Monthly,100
771,19,Male,Footwear,M,,Spring,3.3,Yes,Venmo,Express,Yes,Yes,5.003568584698126,Credit Card,Annually,54
772,22,Male,Clothing,L,,Fall,2.6,Yes,Credit Card,Next Day Air,Yes,Yes,4.710165153911484,Bank Transfer,Fortnightly,68
773,18,Male,Clothing,L,,Fall,3.6,Yes,Cash,Free Shipping,Yes,Yes,6.0435172060677385,Debit Card,Bi-Weekly,22
774,29,Male,Accessories,L,Indigo,Winter,2.6,Yes,Venmo,Express,Yes,Yes,4.720340402335443,Debit Card,Bi-Weekly,84
775,42,Male,Accessories,M,,Summer,3.5,Yes,Credit Card,Standard,Yes,Yes,4.039991236986676,Credit Card,Quarterly,46
776,49,Male,Accessories,S,Gold,Winter,3.0,Yes,PayPal,Store Pickup,Yes,Yes,5.13970124761671,PayPal,Monthly,53
777,49,Male,Clothing,M,,Spring,5.0,Yes,PayPal,Standard,Yes,Yes,3.0813566232031864,Venmo,Every 3 Months,60
778,55,Male,Clothing,XL,,Spring,2.5,Yes,Credit Card,Express,Yes,Yes,5.444064254493641,Venmo,Weekly,32
779,29,Male,Clothing,M,,Summer,2.9,Yes,Cash,Store Pickup,Yes,Yes,6.553982299657502,Debit Card,Annually,50
780,60,Male,Clothing,M,Blue,Spring,4.6,Yes,Credit Card,Express,Yes,Yes,9.225972478756017,Cash,Annually,94
781,34,Male,Footwear,M,,Spring,3.6,Yes,Venmo,Free Shipping,Yes,Yes,3.213611500333691,Cash,Quarterly,26
782,30,Male,Accessories,L,,Winter,3.0,Yes,PayPal,Store Pickup,Yes,Yes,2.5851788016295063,Credit Card,Fortnightly,44
783,28,Male,Clothing,M,,Summer,4.5,Yes,PayPal,Standard,Yes,Yes,7.7194289819466615,Cash,Weekly,57
784,63,Male,Clothing,L,,Winter,4.5,Yes,Debit Card,Next Day Air,Yes,Yes,6.774943817033977,PayPal,Fortnightly,65
785,31,Male,Clothing,M,Peach,Winter,3.2,Yes,Debit Card,Store Pickup,Yes,Yes,3.687406408882256,Bank Transfer,Every 3 Months,72
786,46,Male,Clothing,S,,Spring,,Yes,Bank Transfer,Next Day Air,Yes,Yes,5.042267527386404,PayPal,Fortnightly,62
787,70,Male,Accessories,S,,Winter,4.8,Yes,Credit Card,Express,Yes,Yes,3.9325052539859016,Bank Transfer,Every 3 Months,21
788,53,Male,Accessories,S,,Spring,3.7,Yes,Bank Transfer,Free Shipping,Yes,Yes,6.228018171525447,Venmo,Weekly,85
789,50,Male,Clothing,XL,,Summer,3.8,Yes,Venmo,Store Pickup,Yes,Yes,5.475445678734945,Bank Transfer,Quarterly,51
790,33,Male,Accessories,S,,Fall,2.7,Yes,Venmo,Standard,Yes,Yes,4.374857986728713,Credit Card,Bi-Weekly,84
791,22,Male,Clothing,M,,Summer,4.9,Yes,Venmo,Store Pickup,Yes,Yes,2.471589055191366,Bank Transfer,Quarterly,37
792,50,Male,Accessories,S,Magenta,Summer,3.1,Yes,Credit Card,2-Day Shipping,Yes,Yes,2.840198078930169,PayPal,Fortnightly,44
793,34,Male,Footwear,M,,Spring,4.2,Yes,Venmo,Next Day Air,Yes,Yes,5.1238685214606665,Venmo,Weekly,45
794,24,Male,Clothing,L,,Summer,3.8,Yes,Cash,Free Shipping,Yes,Yes,4.319516304295437,Credit Card,Monthly,35
795,69,Male,Accessories,XL,,Winter,4.2,Yes,Bank Transfer,Store Pickup,Yes,Yes,6.2694570022213165,Debit Card,Fortnightly,50
796,39,Male,Footwear,M,Beige,Summer,4.6,Yes,Cash,Store Pickup,Yes,Yes,4.543802306760466,Venmo,Annually,26
797,42,Male,Clothing,XL,,Fall,4.0,Yes,Debit Card,2-Day Shipping,Yes,Yes,7.734395749985684,Credit Card,Annually,78
798,42,Male,Outerwear,M,Violet,Fall,4.0,Yes,Cash,2-Day Shipping,Yes,Yes,4.926288826921455,Debit Card,Weekly,82
799,29,Male,Clothing,M,,Spring,3.8,Yes,Cash,2-Day Shipping,Yes,Yes,4.375056403212035,PayPal,Every 3 Months,39
800,55,Male,Accessories,L,,Summer,3.3,Yes,Venmo,Free Shipping,Yes,Yes,3.970995458829398,PayPal,Annually,55
801,32,Male,Clothing,S,,Summer,2.6,Yes,Credit Card,Free Shipping,Yes,Yes,1.389229941929955,Cash,Every 3 Months,20
802,25,Male,Accessories,L,,Fall,4.9,Yes,Credit Card,Express,Yes,Yes,3.859164945044049,Credit Card,Fortnightly,29
803,38,Male,Clothing,M,,Winter,3.5,Yes,Venmo,Next Day Air,Yes,Yes,4.188933492373108,Bank Transfer,Weekly,41
804,32,Male,Clothing,L,,Winter,2.8,Yes,Credit Card,Express,Yes,Yes,6.699374751729396,Venmo,Every 3 Months,38
805,43,Male,Footwear,M,Maroon,Summer,2.6,Yes,Cash,Store Pickup,Yes,Yes,3.064932389271723,Venmo,Quarterly,47
806,41,Male,Clothing,L,,Summer,3.7,Yes,Venmo,Next Day Air,Yes,Yes,2.3393128827918392,Debit Card,Monthly,30
807,56,Male,Clothing,L,,Summer,2.7,Yes,Credit Card,Standard,Yes,Yes,4.415812179124103,PayPal,Quarterly,56
808,27,Male,Clothing,S,,Winter,3.3,Yes,Bank Transfer,Express,Yes,Yes,6.649867385694096,Credit Card,Weekly,89
809,46,Male,Footwear,L,,Fall,4.6,Yes,PayPal,Next Day Air,Yes,Yes,4.974545534240885,Cash,Every 3 Months,96
810,48,Male,Footwear,M,,Fall,4.9,Yes,PayPal,Next Day Air,Yes,Yes,5.600558533252979,PayPal,Bi-Weekly,81
811,52,Male,Accessories,S,,Fall,4.9,Yes,Debit Card,Store Pickup,Yes,Yes,6.424051169806211,Debit Card,Bi-Weekly,83
812,18,Male,Footwear,M,,Winter,2.7,Yes,Debit Card,Free Shipping,Yes,Yes,3.3383828854455464,Venmo,Quarterly,35
813,64,Male,Footwear,M,,Summer,3.2,Yes,PayPal,Standard,Yes,Yes,5.634422425473353,Credit Card,Weekly,56
814,54,Male,Accessories,S,,Summer,2.9,Yes,Credit Card,Store Pickup,Yes,Yes,2.9291091405427867,Debit Card,Annually,45
815,31,Male,Clothing,M,Pink,Winter,3.8,Yes,Cash,Express,Yes,Yes,6.169762283067004,PayPal,Monthly,62
816,30,Male,Accessories,L,Teal,Spring,3.0,Yes,Cash,Next Day Air,Yes,Yes,6.14669971258775,Venmo,Bi-Weekly,84
817,26,Male,Clothing,L,,Summer,3.9,Yes,Credit Card,Store Pickup,Yes,Yes,4.958590311784717,Debit Card,Monthly,24
818,25,Male,Accessories,S,,Spring,4.7,Yes,Credit Card,Store Pickup,Yes,Yes,5.6714115993466825,PayPal,Fortnightly,21
819,59,Male,Clothing,M,,Winter,4.9,Yes,Cash,Store Pickup,Yes,Yes,8.474444442808233,Debit Card,Monthly,91
820,55,Male,Accessories,S,,Winter,4.8,Yes,Bank Transfer,Next Day Air,Yes,Yes,2.937395991367471,Debit Card,Quarterly,36
821,56,Male,Footwear,M,,Spring,2.5,Yes,Cash,2-Day Shipping,Yes,Yes,3.0091244844756044,Debit Card,Monthly,39
822,62,Male,Clothing,M,,Spring,3.9,Yes,Cash,Standard,Yes,Yes,3.4270847935476816,Credit Card,Bi-Weekly,39
823,35,Male,Clothing,L,,Winter,3.4,Yes,Cash,Standard,Yes,Yes,5.512840120033337,Bank Transfer,Annually,59
824,51,Male,Accessories,M,Green,Winter,2.5,Yes,PayPal,Free Shipping,Yes,Yes,4.746442411524634,Credit Card,Quarterly,27
825,61,Male,Clothing,M,,Spring,3.0,Yes,Venmo,Store Pickup,Yes,Yes,7.825682357979237,Cash,Quarterly,94
826,27,Male,Accessories,XL,Brown,Fall,3.6,Yes,Venmo,Next Day Air,Yes,Yes,5.437895181310968,Cash,Monthly,94
827,54,Male,Clothing,M,,Winter,3.6,Yes,Credit Card,Standard,Yes,Yes,7.34512263761011,PayPal,Weekly,94
828,31,Male,Footwear,S,,Fall,4.1,Yes,Credit Card,Free Shipping,Yes,Yes,3.81905789882481,Bank Transfer,Fortnightly,51
829,24,Male,Clothing,M,Peach,Fall,3.7,Yes,Bank Transfer,2-Day Shipping,Yes,Yes,3.6557304286126984,PayPal,Bi-Weekly,62
830,42,Male,Clothing,S,,Spring,3.1,Yes,Debit Card,2-Day Shipping,Yes,Yes,4.666818007657568,Credit Card,Fortnightly,57
831,41,Male,Clothing,M,Maroon,Fall,4.2,Yes,Cash,Express,Yes,Yes,8.385315868066565,Credit Card,Annually,76
832,66,Male,Accessories,M,,Summer,4.3,Yes,Debit Card,Express,Yes,Yes,7.473496585935308,Cash,Every 3 Months,63
833,58,Male,Outerwear,L,,Fall,2.5,Yes,Credit Card,Express,Yes,Yes,6.947528992780716,Cash,Bi-Weekly,80
834,43,Male,Accessories,M,Purple,Fall,3.5,Yes,Debit Card,Standard,Yes,Yes,3.523433015239715,Credit Card,Annually,68
835,52,Male,Accessories,M,,Summer,3.1,Yes,Debit Card,Free Shipping,Yes,Yes,5.362865583280102,Credit Card,Weekly,89
836,35,Male,Footwear,L,Indigo,Summer,2.5,Yes,Debit Card,Next Day Air,Yes,Yes,2.7401189582934284,Debit Card,Weekly,26
837,23,Male,Accessories,L,,Winter,3.9,Yes,PayPal,Store Pickup,Yes,Yes,6.826748170271699,Cash,Bi-Weekly,90
838,25,Male,Clothing,L,Brown,Spring,4.9,Yes,Credit Card,Express,Yes,Yes,2.74969344866033,Cash,Every 3 Months,28
839,33,Male,Outerwear,M,,Spring,4.3,Yes,Bank Transfer,Express,Yes,Yes,4.057058188487025,Credit Card,Annually,29
840,48,Male,Clothing,L,,Spring,,Yes,Cash,Free Shipping,Yes,Yes,5.660313671507361,Debit Card,Every 3 Months,31
841,42,Male,Clothing,L,,Summer,4.2,Yes,Bank Transfer,2-Day Shipping,Yes,Yes,5.240273579136283,PayPal,Weekly,24
842,55,Male,Clothing,M,,Summer,2.6,Yes,Venmo,Store Pickup,Yes,Yes,8.371115405245654,PayPal,Fortnightly,88
843,59,Male,Clothing,M,,Spring,3.6,Yes,Venmo,Express,Yes,Yes,5.936365190361093,PayPal,Weekly,87
844,65,Male,Clothing,S,,Summer,3.2,Yes,Cash,Express,Yes,Yes,8.699141094722012,PayPal,Weekly,80
845,59,Male,Footwear,L,,Winter,4.4,Yes,PayPal,Express,Yes,Yes,3.7821699162088542,Venmo,Bi-Weekly,48
846,31,Male,Accessories,XL,,Winter,3.7,Yes,PayPal,Standard,Yes,Yes,4.6498838770320114,Venmo,Monthly,21
847,49,Male,Footwear,M,,Spring,3.7,Yes,Bank Transfer,Express,Yes,Yes,6.0298269756940925,Debit Card,Quarterly,72
848,53,Male,Clothing,L,,Fall,4.1,Yes,Bank Transfer,Standard,Yes,Yes,5.0991833131634206,PayPal,Monthly,44
849,48,Male,Footwear,M,,Fall,3.6,Yes,PayPal,Store Pickup,Yes,Yes,3.9915842140088436,Credit Card,Bi-Weekly,73
850,23,Male,Clothing,S,,Spring,4.3,Yes,Debit Card,Express,Yes,Yes,6.714803937433072,PayPal,Quarterly,61
851,68,Male,Footwear,L,Turquoise,Winter,2.6,Yes,Bank Transfer,Store Pickup,Yes,Yes,1.293259982819063,Venmo,Monthly,20
852,35,Male,Footwear,M,Red,Summer,2.9,Yes,Credit Card,Express,Yes,Yes,4.59921997867344,Debit Card,Monthly,86
853,34,Male,Clothing,L,Yellow,Spring,4.2,Yes,Venmo,Next Day Air,Yes,Yes,7.488479250082419,Debit Card,Every 3 Months,60
854,62,Male,Accessories,L,Orange,Winter,4.0,Yes,PayPal,Free Shipping,Yes,Yes,3.51957515439525,Cash,Monthly,43
855,21,Male,Clothing,L,Blue,Spring,4.3,Yes,Bank Transfer,Free Shipping,Yes,Yes,6.159912588179006,Venmo,Monthly,44
856,70,Male,Clothing,L,,Spring,3.0,Yes,Cash,2-Day Shipping,Yes,Yes,4.499438012930881,Credit Card,Quarterly,76
857,55,Male,Clothing,M,,Summer,3.5,Yes,Debit Card,Express,Yes,Yes,4.903236109154866,Debit Card,Fortnightly,33
858,43,Male,Clothing,L,,Fall,3.0,Yes,Cash,Standard,Yes,Yes,7.816131632218012,Debit Card,Every 3 Months,60
859,19,Male,Outerwear,L,,Fall,3.1,Yes,PayPal,Free Shipping,Yes,Yes,4.576721178149305,PayPal,Weekly,26
860,47,Male,Clothing,M,,Winter,4.0,Yes,Credit Card,Next Day Air,Yes,Yes,6.802240090814857,Debit Card,Monthly,73
861,26,Male,Footwear,M,Maroon,Spring,4.1,Yes,Debit Card,Standard,Yes,Yes,8.099839423233554,Cash,Monthly,87
862,46,Male,Clothing,XL,,Spring,3.3,Yes,PayPal,2-Day Shipping,Yes,Yes,7.968960035562202,Credit Card,Every 3 Months,100
863,19,Male,Outerwear,M,,Winter,4.9,Yes,PayPal,Standard,Yes,Yes,5.037457963284691,PayPal,Fortnightly,84
864,49,Male,Footwear,M,Cyan,Summer,3.9,Yes,PayPal,Standard,Yes,Yes,2.0842235817106847,PayPal,Fortnightly,41
865,51,Male,Clothing,S,,Winter,,Yes,PayPal,Next Day Air,Yes,Yes,4.714501713661986,PayPal,Annually,59
866,64,Male,Clothing,L,,Winter,4.8,Yes,Bank Transfer,Store Pickup,Yes,Yes,2.59626848143418,Venmo,Annually,26
867,67,Male,Accessories,M,,Summer,2.7,Yes,Credit Card,Free Shipping,Yes,Yes,3.9769472086651056,PayPal,Bi-Weekly,69
868,37,Male,Outerwear,M,,Spring,3.1,Yes,Debit Card,Free Shipping,Yes,Yes,1.8818856731995262,Bank Transfer,Fortnightly,20
869,40,Male,Clothing,M,Green,Summer,3.2,Yes,Credit Card,Next Day Air,Yes,Yes,6.970505791044185,Credit Card,Every 3 Months,83
870,38,Male,Accessories,M,,Spring,2.7,Yes,PayPal,2-Day Shipping,Yes,Yes,6.691476570599365,PayPal,Weekly,54
871,66,Male,Clothing,M,Blue,Fall,2.5,Yes,Cash,Standard,Yes,Yes,6.44224124392612,Bank Transfer,Bi-Weekly,66
872,47,Male,Accessories,M,,Spring,,Yes,Bank Transfer,Next Day Air,Yes,Yes,4.724627235627073,Debit Card,Quarterly,42
873,56,Male,Clothing,M,Pink,Spring,2.9,Yes,Cash,Standard,Yes,Yes,3.9447112841094425,Cash,Quarterly,33
874,51,Male,Footwear,M,,Summer,4.2,Yes,PayPal,Free Shipping,Yes,Yes,6.659113571577542,Venmo,Quarterly,77
875,25,Male,Outerwear,M,,Fall,4.4,Yes,PayPal,Free Shipping,Yes,Yes,5.288786468252809,Venmo,Every 3 Months,65
876,37,Male,Footwear,L,,Summer,4.1,Yes,Venmo,Free Shipping,Yes,Yes,5.894292150364172,Bank Transfer,Every 3 Months,39
877,41,Male,Accessories,L,Gray,Summer,3.8,Yes,Venmo,2-Day Shipping,Yes,Yes,4.016081168241981,Debit Card,Weekly,51
878,64,Male,Accessories,M,Orange,Winter,4.9,Yes,Venmo,Next Day Air,Yes,Yes,8.203883844127066,Venmo,Every 3 Months,65
879,23,Male,Accessories,S,Black,Summer,4.9,Yes,Cash,Express,Yes,Yes,6.6309128610795565,Debit Card,Weekly,89
880,62,Male,Clothing,S,,Spring,4.1,Yes,Credit Card,Free Shipping,Yes,Yes,8.424156787371533,PayPal,Quarterly,76
881,39,Male,Accessories,L,Red,Spring,3.1,Yes,Venmo,Express,Yes,Yes,7.190635938885201,Debit Card,Monthly,75
882,52,Male,Footwear,M,,Summer,2.7,Yes,Credit Card,Next Day Air,Yes,Yes,6.568626539360654,Venmo,Annually,61
883,50,Male,Footwear,M,,Fall,3.8,Yes,Cash,Next Day Air,Yes,Yes,3.423122330443468,Cash,Every 3 Months,35
884,28,Male,Footwear,S,,Fall,4.3,Yes,Venmo,Free Shipping,Yes,Yes,6.756884220183213,Bank Transfer,Monthly,37
885,67,Male,Clothing,L,Yellow,Winter,4.1,Yes,Venmo,Express,Yes,Yes,6.7914826926015905,Bank Transfer,Weekly,91
886,41,Male,Clothing,L,,Fall,4.4,Yes,Credit Card,Free Shipping,Yes,Yes,9.645539689811029,Debit Card,Every 3 Months,99
887,19,Male,Clothing,S,,Summer,3.6,Yes,PayPal,Express,Yes,Yes,3.5325887945882526,Bank Transfer,Monthly,54
888,70,Male,Accessories,L,,Winter,3.3,Yes,Credit Card,2-Day Shipping,Yes,Yes,4.856807185210349,PayPal,Fortnightly,47
889,49,Male,Accessories,S,,Spring,3.6,Yes,Venmo,Express,Yes,Yes,6.482827299679217,Cash,Annually,77
890,59,Male,Accessories,S,,Fall,2.8,Yes,Venmo,Free Shipping,Yes,Yes,4.69595879184841,Venmo,Weekly,84
891,52,Male,Accessories,S,,Spring,4.3,Yes,Credit Card,2-Day Shipping,Yes,Yes,4.097998917564812,Credit Card,Monthly,51
892,20,Male,Clothing,S,,Summer,3.9,Yes,Venmo,Store Pickup,Yes,Yes,4.192732740671132,PayPal,Every 3 Months,26
893,31,Male,Clothing,L,,Summer,2.7,Yes,Venmo,Free Shipping,Yes,Yes,4.035377675011766,Debit Card,Monthly,64
894,33,Male,Accessories,M,,Spring,4.7,Yes,Debit Card,Express,Yes,Yes,6.683803769904744,Venmo,Monthly,51
895,44,Male,Clothing,L,Purple,Spring,3.8,Yes,Venmo,Free Shipping,Yes,Yes,6.098981020700693,Debit Card,Quarterly,60
896,40,Male,Accessories,XL,Olive,Spring,4.7,Yes,Debit Card,Next Day Air,Yes,Yes,5.7737448025272755,Debit Card,Quarterly,69
897,69,Male,Accessories,M,Lavender,Spring,4.7,Yes,Credit Card,Express,Yes,Yes,4.463041774643942,Cash,Fortnightly,29
898,29,Male,Clothing,M,,Spring,3.4,Yes,PayPal,Express,Yes,Yes,6.12221093643306,Venmo,Weekly,91
899,54,Male,Accessories,L,,Spring,3.5,Yes,Credit Card,2-Day Shipping,Yes,Yes,6.588443728921379,Bank Transfer,Every 3 Months,70
900,65,Male,Clothing,M,,Summer,4.0,Yes,Debit Card,Standard,Yes,Yes,3.1672398649533076,PayPal,Annually,58
901,54,Male,Accessories,L,,Fall,3.3,Yes,Cash,Free Shipping,Yes,Yes,5.66603843916044,Bank Transfer,Quarterly,98
902,60,Male,Accessories,L,,Summer,4.7,Yes,Debit Card,2-Day Shipping,Yes,Yes,7.3799719064817335,Cash,Monthly,68
903,43,Male,Accessories,M,,Summer,2.8,Yes,Debit Card,Next Day Air,Yes,Yes,6.8233197471994265,Cash,Monthly,44
904,44,Male,Outerwear,M,,Winter,3.3,Yes,Bank Transfer,Express,Yes,Yes,5.779151043601317,PayPal,Quarterly,45
905,69,Male,Clothing,L,,Spring,2.9,Yes,Credit Card,Free Shipping,Yes,Yes,5.624522962098231,PayPal,Every 3 Months,99
906,46,Male,Clothing,S,,Spring,2.8,Yes,Credit Card,Standard,Yes,Yes,6.8566877116040015,Venmo,Annually,68
907,41,Male,Clothing,M,,Spring,4.2,Yes,Debit Card,Standard,Yes,Yes,4.690593257500087,Debit Card,Bi-Weekly,56
908,32,Male,Clothing,L,,Winter,4.4,Yes,PayPal,Express,Yes,Yes,4.277836752625072,Credit Card,Bi-Weekly,43
909,26,Male,Accessories,M,,Winter,3.6,Yes,Cash,Free Shipping,Yes,Yes,9.767818703539618,PayPal,Every 3 Months,99
910,61,Male,Accessories,L,,Fall,2.7,Yes,Debit Card,Express,Yes,Yes,4.314174350509681,PayPal,Weekly,56
911,49,Male,Clothing,S,,Spring,3.4,Yes,Bank Transfer,Express,Yes,Yes,2.2410463586844713,Credit Card,Monthly,25
912,53,Male,Clothing,M,,Winter,2.8,Yes,Cash,2-Day Shipping,Yes,Yes,6.812894725094162,Bank Transfer,Quarterly,74
913,24,Male,Clothing,M,,Winter,3.4,Yes,Bank Transfer,Next Day Air,Yes,Yes,3.7570666282986367,Bank Transfer,Monthly,56
914,37,Male,Footwear,M,,Fall,2.6,Yes,Bank Transfer,Next Day Air,Yes,Yes,3.7087572805736464,Cash,Every 3 Months,47
915,43,Male,Clothing,L,,Summer,4.1,Yes,PayPal,Standard,Yes,Yes,6.727985743144847,Venmo,Every 3 Months,67
916,31,Male,Clothing,L,,Winter,2.9,Yes,Debit Card,Store Pickup,Yes,Yes,2.385169409532441,Credit Card,Fortnightly,22
917,49,Male,Clothing,S,,Spring,2.7,Yes,Cash,Standard,Yes,Yes,6.420890033299728,Venmo,Monthly,34
918,69,Male,Clothing,M,,Spring,3.7,Yes,Debit Card,Standard,Yes,Yes,6.35505480999029,Bank Transfer,Quarterly,64
919,65,Male,Clothing,M,,Spring,4.3,Yes,Cash,2-Day Shipping,Yes,Yes,3.1884730940157895,Cash,Fortnightly,42
920,41,Male,Clothing,L,,Winter,2.6,Yes,PayPal,2-Day Shipping,Yes,Yes,4.4594375576683705,Debit Card,Bi-Weekly,82
921,37,Male,Accessories,XL,Gold,Summer,4.3,Yes,Credit Card,Free Shipping,Yes,Yes,8.062184251789613,Cash,Weekly,81
922,70,Male,Outerwear,L,,Summer,4.1,Yes,Venmo,Express,Yes,Yes,1.6512552919917378,PayPal,Weekly,24
923,63,Male,Footwear,M,,Fall,4.2,Yes,Venmo,Standard,Yes,Yes,7.099636175194121,Credit Card,Monthly,60
924,55,Male,Clothing,M,,Spring,4.2,Yes,PayPal,2-Day Shipping,Yes,Yes,3.003054999176052,PayPal,Weekly,24
925,52,Male,Clothing,XL,Beige,Winter,3.1,Yes,Credit Card,Standard,Yes,Yes,3.93085088433659,Cash,Quarterly,78
926,22,Male,Clothing,L,,Winter,4.9,Yes,Credit Card,Express,Yes,Yes,7.5224499829071725,Cash,Monthly,88
927,54,Male,Clothing,XL,,Spring,4.4,Yes,PayPal,Express,Yes,Yes,8.042833008665816,Cash,Bi-Weekly,63
928,28,Male,Footwear,L,,Summer,4.4,Yes,Bank Transfer,Standard,Yes,Yes,4.140241387139619,Venmo,Bi-Weekly,78
929,67,Male,Clothing,XL,Yellow,Winter,3.4,Yes,Bank Transfer,Store Pickup,Yes,Yes,1.8584413188599416,Cash,Every 3 Months,37
930,59,Male,Footwear,M,,Fall,4.5,Yes,Venmo,2-Day Shipping,Yes,Yes,8.833788569253365,Debit Card,Fortnightly,94
931,26,Male,Clothing,L,,Fall,4.5,Yes,Credit Card,Store Pickup,Yes,Yes,5.24344005436954,Credit Card,Bi-Weekly,78
932,24,Male,Outerwear,M,,Winter,4.1,Yes,Cash,Standard,Yes,Yes,6.5720023445036055,Bank Transfer,Fortnightly,36
933,62,Male,Clothing,L,,Winter,3.2,Yes,Venmo,Standard,Yes,Yes,5.622483363729598,Debit Card,Bi-Weekly,24
934,70,Male,Footwear,M,Magenta,Spring,2.7,Yes,Debit Card,Store Pickup,Yes,Yes,6.125694817478882,Debit Card,Monthly,84
935,45,Male,Clothing,S,,Spring,3.7,Yes,Bank Transfer,Express,Yes,Yes,2.6822272691940916,Bank Transfer,Monthly,47
936,58,Male,Clothing,L,,Fall,2.6,Yes,Credit Card,Store Pickup,Yes,Yes,2.8528037673324267,Bank Transfer,Fortnightly,51
937,31,Male,Footwear,M,,Summer,2.7,Yes,Debit Card,Free Shipping,Yes,Yes,6.1250917923465895,Cash,Weekly,84
938,32,Male,Clothing,M,,Summer,2.7,Yes,Debit Card,Express,Yes,Yes,3.6477975611771596,Venmo,Quarterly,24
939,36,Male,Clothing,S,,Fall,4.8,Yes,Bank Transfer,Free Shipping,Yes,Yes,7.128208444456866,Debit Card,Fortnightly,97
940,25,Male,Clothing,L,,Winter,4.8,Yes,Venmo,Next Day Air,Yes,Yes,5.803515153203711,Credit Card,Monthly,89
941,48,Male,Accessories,S,,Spring,2.6,Yes,PayPal,Store Pickup,Yes,Yes,2.6362588852735667,PayPal,Every 3 Months,44
942,39,Male,Accessories,L,,Winter,4.5,Yes,Bank Transfer,2-Day Shipping,Yes,Yes,2.3318255931497873,PayPal,Every 3 Months,35
943,26,Male,Clothing,M,,Winter,3.2,Yes,Cash,Express,Yes,Yes,5.745633236466999,PayPal,Bi-Weekly,91
944,32,Male,Accessories,L,,Winter,3.8,Yes,PayPal,Next Day Air,Yes,Yes,7.551463719261973,Venmo,Fortnightly,63
945,54,Male,Accessories,S,,Spring,4.8,Yes,Debit Card,Express,Yes,Yes,8.455770697829566,Cash,Bi-Weekly,97
946,38,Male,Footwear,M,,Summer,4.1,Yes,Debit Card,Store Pickup,Yes,Yes,6.077499850376217,Venmo,Every 3 Months,38
947,46,Male,Outerwear,XL,,Spring,2.8,Yes,PayPal,Next Day Air,Yes,Yes,2.2729910834322364,PayPal,Quarterly,24
948,57,Male,Clothing,M,,Winter,3.9,Yes,Cash,Store Pickup,Yes,Yes,6.133596682155266,Cash,Every 3 Months,32
949,49,Male,Accessories,L,,Summer,4.9,Yes,Venmo,Express,Yes,Yes,5.056277894721772,Venmo,Every 3 Months,90
950,33,Male,Clothing,M,,Summer,3.4,Yes,Cash,Standard,Yes,Yes,5.742879299574295,Venmo,Monthly,36
951,54,Male,Accessories,XL,,Winter,4.1,Yes,Cash,Free Shipping,Yes,Yes,1.901216363551176,PayPal,Quarterly,37
952,47,Male,Clothing,M,,Summer,2.9,Yes,Venmo,Express,Yes,Yes,6.335864320749266,Bank Transfer,Monthly,51
953,36,Male,Accessories,S,,Fall,3.1,Yes,Bank Transfer,2-Day Shipping,Yes,Yes,7.406278607625083,PayPal,Monthly,71
954,68,Male,Accessories,S,Cyan,Spring,3.6,Yes,Credit Card,2-Day Shipping,Yes,Yes,5.758789523198354,Venmo,Quarterly,50
955,60,Male,Accessories,S,Turquoise,Fall,3.5,Yes,Venmo,Standard,Yes,Yes,4.417721235900224,Credit Card,Every 3 Months,74
956,55,Male,Clothing,L,Lavender,Summer,3.4,Yes,Venmo,Free Shipping,Yes,Yes,4.275813015087364,PayPal,Monthly,75
957,29,Male,Clothing,XL,Cyan,Spring,2.9,Yes,Venmo,2-Day Shipping,Yes,Yes,5.7886954190852355,Debit Card,Quarterly,99
